Ground truth | result
26 | 24.08823569946756
27 | 25.372144685712442
23 | 26.04853444803706
73 | 8.427393420153493
20 | 25.48585251333543
25 | 24.41509926819805
35 | 31.303747778644492
1 | 2.549563445837893
5 | 39.71922192109923
1 | 2.375124278963482
30 | 29.84222983005202
44 | 40.886402911413285
27 | 24.513282393836427
34 | 35.70614728810506
1 | 1.6167591516484583
50 | 48.687136286083195
2 | 3.0518800553663947
53 | 50.538500919123976
52 | 34.56317137617589
28 | 29.949339943369914
55 | 45.522653043073426
32 | 30.81340832667911
43 | 42.77064580476113
36 | 33.53739170525881
25 | 21.741718242571082
6 | 7.439538243449647
36 | 34.51053677178527
24 | 24.618592783120373
2 | 2.8190363638994533
44 | 52.09714821999141
16 | 21.680198703554883
63 | 55.63837473950207
2 | 24.483066206565127
36 | 37.5172093361395
64 | 52.73003946310922
25 | 26.410172221357186
33 | 34.80430044574723
19 | 20.114682776619034
28 | 28.306718383414307
46 | 48.871788259016284
2 | 3.4694672806291793
1 | 1.7082553963722944
38 | 35.61361134563712
43 | 49.72727109051283
6 | 6.367661071115037
1 | 1.7115408047471141
62 | 51.72573951752361
33 | 35.805761026933766
60 | 25.90249184715003
35 | 26.017060435462156
22 | 21.711695797555972
28 | 33.141431547238426
51 | 43.03531948675624
27 | 37.43291023051057
31 | 25.35754443647528
27 | 25.138893392788724
26 | 31.951336677624994
20 | 23.546574587639807
38 | 34.073018190607826
45 | 22.90498502476772
38 | 35.15823409920017
56 | 55.88601257570076
7 | 7.6323641675766085
27 | 28.974365506294134
70 | 64.00416367517573
16 | 15.9905456407227
56 | 36.42536666521846
24 | 21.2143914388611
55 | 67.5237181382144
28 | 21.263955838032093
26 | 36.864753670732625
39 | 40.75116809370732
26 | 26.32732017275802
41 | 37.63854909692293
23 | 26.092434015929015
10 | 9.348308598417045
19 | 21.42913001946797
10 | 5.151670861050261
15 | 29.85917237529611
38 | 33.50755022088924
21 | 17.04849889829239
27 | 32.75901633285622
22 | 25.27919221369666
8 | 26.054984986983868
25 | 25.072932400732697
66 | 55.58532812699025
24 | 24.218781853450878
33 | 31.401680847539154
1 | 1.6534412500363678
24 | 16.712125831609228
48 | 45.56489430123554
22 | 30.76898867123259
33 | 39.94354924279219
53 | 53.06925433544629
25 | 27.569292433842378
1 | 1.5233420074030612
28 | 31.301211210519284
38 | 32.814678642767745
27 | 29.279072245986214
24 | 36.22415557073873
61 | 59.840094738981946
35 | 34.55861587032666
23 | 21.543663363589587
20 | 23.42174028391875
21 | 26.509826656032374
5 | 31.620346621770295
26 | 24.157534119604872
63 | 60.68757297834935
22 | 42.722247485836306
5 | 4.739211503489905
18 | 19.74182528879514
7 | 4.886009739756928
23 | 27.52740489060832
29 | 19.413073376170367
30 | 24.33484054466394
22 | 32.24631744484873
15 | 15.58043446144789
30 | 34.91603663488067
25 | 26.86200543115706
32 | 38.08387578176634
45 | 35.74115696022284
59 | 51.258810060870275
26 | 26.36287402592677
22 | 19.04036334759905
84 | 75.02170886321983
43 | 42.27459799398673
1 | 4.107697576437843
30 | 29.773183746559482
17 | 21.624112019585176
20 | 24.48415941283156
44 | 44.40409384823397
21 | 20.69866684475472
35 | 36.278737396103665
48 | 44.79600882503382
80 | 72.52206132922583
33 | 30.95019558576854
24 | 28.40802938915651
23 | 20.081473559328046
22 | 30.323850427347438
48 | 44.98873809912865
31 | 24.54731175873124
15 | 16.873751158173743
19 | 19.081281935850942
37 | 38.169326830403804
15 | 53.644764000760006
21 | 13.321678994776349
57 | 48.73846002707069
20 | 18.278194286699964
23 | 28.150745709182274
30 | 35.28920476850226
37 | 35.79331487991112
31 | 47.29017573806277
50 | 9.381807657922536
33 | 40.51969285142593
34 | 25.857233330572676
26 | 24.08766924129117
19 | 21.193560236078376
38 | 40.211731553178424
15 | 17.270121417100164
30 | 28.187401848424727
35 | 38.01334882561696
46 | 37.971060105204174
6 | 3.7529898775083144
59 | 58.128414145062784
31 | 31.3345976295725
74 | 68.28463556300994
61 | 58.655578271878326
17 | 17.026639899727414
28 | 26.360506683686076
33 | 32.5459483293464
15 | 18.18630304874847
51 | 47.03506836031215
4 | 4.460490669120528
39 | 32.68426073620549
53 | 53.519853603940334
6 | 6.674912495519861
2 | 3.45980978394023
6 | 6.033043482392138
45 | 24.350797918447455
34 | 32.612333334437835
30 | 35.941454815699366
28 | 28.19522348110263
19 | 19.084128432448164
1 | 1.2146480294579574
24 | 25.189730302231
24 | 26.155214639069833
5 | 5.891604352879551
2 | 2.919328417872082
33 | 32.17060374253333
41 | 35.467379530083576
20 | 23.666381833113974
23 | 20.295750563514666
41 | 40.2562055733265
30 | 27.673568180354515
24 | 27.56513055264091
30 | 30.350539952250074
23 | 32.49470941702242
47 | 29.132025014638202
30 | 28.33255409200433
11 | 9.871554674853542
32 | 23.25529670348277
38 | 33.417840295292535
23 | 26.873317892249418
53 | 58.552146088928566
28 | 29.513500784398047
38 | 36.15623291071461
42 | 34.92483118910248
58 | 45.81027078185889
53 | 53.14103220273137
30 | 30.743974875362376
31 | 28.968164385893147
34 | 30.100531575353756
38 | 33.19053081415177
48 | 44.87978712146173
28 | 27.752598154184184
5 | 5.181567227959448
5 | 5.347827677092998
46 | 44.19476947109512
19 | 22.909031247894404
51 | 42.65641236690328
20 | 19.468938424668202
28 | 26.386766520031472
41 | 38.13146898531775
21 | 9.830281612363962
22 | 26.377946255086655
17 | 19.210144559686412
1 | 2.140374435331892
46 | 46.9232105906977
7 | 12.895862357859421
31 | 31.77606507834399
42 | 37.560396516735636
19 | 21.103139062270927
15 | 19.56251765077843
24 | 34.89370622359698
27 | 34.81560205050536
24 | 18.662582153354887
28 | 26.250765822917984
29 | 23.771899091170024
15 | 6.610599994506373
21 | 24.096731575423718
69 | 61.63053037710324
51 | 48.06666145170459
8 | 9.001134359520282
26 | 30.99437081973585
36 | 46.22307277171217
46 | 31.56700683504903
39 | 45.0065192916868
23 | 22.37810194536545
10 | 30.29179762297099
21 | 20.117935013174076
30 | 32.28467220469841
20 | 22.106410046027094
27 | 28.33306544345072
14 | 15.861161771596516
20 | 21.809633638625797
2 | 3.1785588932507354
47 | 40.138677748830105
20 | 21.81319222240341
22 | 27.495989888128804
25 | 27.727700160537324
50 | 54.00088984919489
1 | 2.1317090017891926
27 | 27.534660816169783
29 | 25.99448391282931
19 | 21.139007086914255
12 | 10.430110000333475
7 | 3.78631087918329
18 | 13.853400864948743
56 | 49.5758020140654
49 | 47.85977458584665
32 | 32.90539617275499
29 | 31.341354527725397
49 | 49.650837156957714
18 | 19.3637701739772
36 | 31.418180400958136
26 | 24.339916800581783
23 | 26.938540436572012
23 | 23.891511310241782
21 | 21.00840891698317
31 | 31.922480639392347
30 | 30.227212448662073
53 | 51.84684061379221
2 | 1.513309197460432
58 | 54.281351955432115
32 | 30.854943884461846
54 | 52.03406204988907
39 | 25.11387906492746
28 | 29.7588075860739
47 | 34.132105699836174
20 | 15.926469835648277
17 | 16.761701070439692
28 | 29.056323832023054
55 | 58.10884424723099
22 | 26.14512794938841
14 | 16.776372027504635
19 | 19.025806056235965
28 | 32.53516504425352
24 | 25.656011935092494
51 | 40.870142514529846
34 | 39.82718936706065
32 | 28.92901307654438
32 | 46.758422046457895
32 | 29.37046637760602
4 | 9.908042070813094
24 | 25.878988468236976
18 | 19.836640474174498
22 | 26.03528391550347
28 | 26.303658018707207
39 | 41.80693832578355
64 | 49.35358140328117
43 | 34.36873896676934
26 | 27.090265031546238
5 | 5.982063795541674
28 | 31.51135267117843
18 | 26.290716468172775
20 | 22.86534877177849
11 | 20.208387269238756
34 | 30.76779195617833
45 | 42.272982275224365
20 | 20.401434544721365
43 | 47.640111926652025
24 | 25.876188553414636
28 | 24.79099775319989
24 | 27.85728360606413
51 | 45.23309346736153
10 | 24.052516565910423
8 | 7.490307072602297
24 | 22.459617418431776
34 | 32.58605875332922
21 | 18.084000115307923
22 | 22.40515755900924
18 | 20.1034502141234
18 | 19.867238383164594
27 | 29.161116023463364
32 | 35.15264862015829
14 | 17.841439200986553
28 | 30.035347050419375
38 | 41.06313149122683
29 | 31.150054860986984
42 | 43.575739995766526
62 | 54.139011878153156
67 | 61.63328885227867
25 | 31.904659107563702
17 | 20.818383237236016
5 | 5.115934805881268
15 | 16.250682404859212
14 | 29.444832945362577
