Ground truth | result
3 | 0.452376202061171
2 | 1.066476037180525
0 | 3.418920175216911
54 | 0.29317048669481804
0 | 0.7275419014962576
4 | 1.881583275495153
15 | 1.8572141575374417
0 | 0.7481847129648296
0 | 1.8166469653832493
0 | 0.6383658556163645
1 | 2.629388059014218
0 | 1.020309365691567
0 | 1.859621328429867
3 | 3.7058847651187534
0 | 0.716752920147778
0 | 2.6196587376646043
0 | 0.5270111536935645
1 | 1.284464354136503
7 | 1.6200625217217492
3 | 3.973331210190679
11 | 2.558453410823688
4 | 1.7307994383718608
5 | 2.554278399380941
5 | 3.648560619611203
6 | 3.718803024744247
0 | 2.0669433156905157
2 | 1.9355272251227795
1 | 1.140256777290495
0 | 0.6147729165857115
0 | 2.2413075191423886
0 | 1.0907452053232447
2 | 3.5547048942567017
0 | 2.8866406082515894
0 | 1.864221180954619
5 | 3.4405512670993517
0 | 1.8302003223353722
0 | 2.183884024152576
0 | 2.605909998062409
5 | 2.2880135188726864
4 | 4.263660839011862
0 | 0.5849605648141791
0 | 1.974060764428188
3 | 2.648147377188195
0 | 2.3598373992678603
0 | 1.484163848987098
0 | 1.0068695648897439
10 | 1.7045573119749484
0 | 4.04055928846725
28 | 3.49457196492704
5 | 1.1350120174418343
0 | 1.9280097640206577
0 | 0.8525732136882613
7 | 2.129573371857987
0 | 5.096502029031512
7 | 1.6415019219982696
2 | 1.1996016602728599
1 | 3.0776680719351646
0 | 1.9664202351068667
4 | 1.9600008225665455
21 | 4.830726332601216
7 | 3.0289336941953735
2 | 3.543070605814421
0 | 0.3276221154746655
4 | 1.1910986634068763
5 | 2.100109426446579
0 | 0.9710620349369705
19 | 2.2476589848393083
1 | 0.5333301508193624
0 | 0.244488314615346
9 | 3.2427935116781725
0 | 3.645848420444395
0 | 3.560199776674949
0 | 1.5342975671197996
5 | 2.070212092171829
0 | 1.8997977502986458
0 | 0.879032209432637
0 | 1.0768159453219663
4 | 0.40561302335988514
0 | 1.0158101886638597
6 | 2.4318159353634705
3 | 5.536983857342989
0 | 1.2300941409004764
0 | 2.430066992066017
0 | 1.5933810400010202
1 | 1.64485527574627
17 | 2.420923232275925
0 | 1.0027766060200562
1 | 1.4717302351489892
0 | 0.30300335333771494
0 | 0.7421547064856888
3 | 6.99974540662879
0 | 1.469333526537603
0 | 2.8243848608759663
1 | 2.3096908672517458
0 | 1.099664214163937
0 | 0.15083852160176633
